id,place
1,İstanbul/Beykoz/Çubuklu
2,İstanbul/Şişli/Harbiye
3,İstanbul/Beşiktaş/Bebek
4,İstanbul/Beşiktaş/Levazım
5,İstanbul/Bakırköy/Ataköy 2-5-6.
6,İstanbul/Beykoz/Acarlar
7,İstanbul/Üsküdar/Mehmet Akif Ersoy
8,İstanbul/Üsküdar/Çengelköy
9,İstanbul/Beşiktaş/Kuruçeşme
10,İstanbul/Sarıyer/Pınar
11,İstanbul/Sarıyer/Kumköy
12,İstanbul/Beşiktaş/Ulus
13,İstanbul/Bakırköy/Basınköy
14,İstanbul/Bakırköy/Şenlikköy
15,İstanbul/Beyoğlu/Gümüşsuyu
16,İstanbul/Sarıyer/Emirgan
17,İstanbul/Beşiktaş/Arnavutköy
18,İstanbul/Beşiktaş/Akat
19,İstanbul/Sarıyer/Tarabya
20,İstanbul/Beşiktaş/Ortaköy
21,İstanbul/Sarıyer/Kocataş
22,İstanbul/Tuzla/Tepeören
23,İstanbul/Sarıyer/İstinye
24,İstanbul/Beşiktaş/Dikilitaş
25,Balıkesir/Marmara/Okullar
26,İstanbul/Bakırköy/Yeşilyurt
27,İstanbul/Sarıyer/Demirci
28,İstanbul/Sarıyer/Uskumruköy
29,İstanbul/Beşiktaş/Nisbetiye
30,İstanbul/Üsküdar/Salacak
31,İzmir/Urla/İçmeler
32,İstanbul/Üsküdar/Bahçelievler
33,İstanbul/Büyükçekmece/Alkent 2000
34,İstanbul/Büyükçekmece/Karaagaç
35,Muğla/Bodrum/Ortakentyahşi
36,İstanbul/Bakırköy/Ataköy 7-8-9-10
37,İstanbul/Sarıyer/Baltalimanı
38,Antalya/Alanya/Bektaş
39,İstanbul/Beşiktaş/Etiler
40,İzmir/Çeşme/Sakarya
41,Antalya/Muratpaşa/Fener
42,İstanbul/Beşiktaş/Levent
43,İstanbul/Eyüp/Göktürk Merkez
44,İstanbul/Şişli/19 Mayıs
45,Kocaeli/Başiskele/Körfez
46,Muğla/Menteşe/Kötekli
47,İzmir/Güzelbahçe/Çelebi
48,İzmir/Konak/Akdeniz
49,İstanbul/Çekmeköy/Merkez
50,Sakarya/Sapanca/Rüstempaşa
51,İstanbul/Sarıyer/Zekeriyaköy
52,İzmir/Çeşme/Çakabey
53,Balıkesir/Ayvalık/Sakarya
54,İstanbul/Bakırköy/Yeşilköy
55,İstanbul/Beyoğlu/İstiklal
56,İzmir/Güzelbahçe/Mustafa Kemal Paşa
57,İstanbul/Sarıyer/Cumhuriyet
58,İstanbul/Sarıyer/Maden
59,İzmir/Güzelbahçe/Yalı
60,Sakarya/Sapanca/Tepebaşı
61,İzmir/Çeşme/Ilıca
62,İzmir/Çeşme/Ardıç
63,İstanbul/Kadıköy/Fenerbahçe
64,Muğla/Bodrum/Yalıkavak
65,İzmir/Torbalı/Çamlıca
66,İzmir/Çeşme/Alaçatı
67,Muğla/Bodrum/Göltürkbükü
68,İzmir/Konak/Akın Simav
69,İstanbul/Sarıyer/Ayazağa
70,Ankara/Çankaya/Söğütözü
71,Eskişehir/Tepebaşı/Hacı Seyit
72,İstanbul/Kadıköy/Caddebostan
73,İstanbul/Beykoz/Çiftlik
74,İstanbul/Şişli/Teşvikiye
75,Giresun/Merkez/Kayadibi
76,İstanbul/Başakşehir/Bahçeşehir 1. Kısım
77,İzmir/Çeşme/Çiftlik
78,Ankara/Çankaya/Mutlukent
79,İstanbul/Çekmeköy/Reşadiye
80,İstanbul/Kadıköy/Erenköy
81,İstanbul/Sarıyer/Yeniköy
82,İstanbul/Beyoğlu/Firuzağa
83,Bursa/Osmangazi/Hocahasan
84,İstanbul/Esenyurt/Ardıçlı
85,İstanbul/Sarıyer/Maslak
86,İstanbul/Kadıköy/Suadiye
87,Muğla/Menteşe/Ortaköy
88,Mersin(İçel)/Mezitli/Fatih
89,İzmir/Çeşme/Şifne
90,Ordu/Gülyalı/Yeniköy
91,Muğla/Bodrum/Bitez
92,Sakarya/Serdivan/Kemalpaşa
93,Ankara/Gölbaşı/Ballıkpınar
94,İstanbul/Ümraniye/Tantavi
95,İstanbul/Zeytinburnu/Sümer
96,Muğla/Fethiye/Karagözler
97,İzmir/Menderes/Gümüldür Cumhuriyet
98,İzmir/Çiğli/Sasallı Merkez
99,Muğla/Bodrum/Torba
100,Muğla/Bodrum/Gündoğan
101,İstanbul/Beyoğlu/Cihangir
102,İstanbul/Şişli/Esentepe
103,İzmir/Karşıyaka/Mavişehir
104,Balıkesir/Edremit/Zeytinli
105,Konya/Meram/Çandır
106,Muğla/Ortaca/Sarıgerme
107,İstanbul/Çatalca/Elbasan
108,Muğla/Bodrum/Yalı
109,Aydın/Kuşadası/Güzelçamlı
110,Mersin(İçel)/Yenişehir/Menteş
111,Muğla/Bodrum/Turgutreis
112,İstanbul/Şile/Çavuş
113,İstanbul/Kadıköy/Göztepe
114,İstanbul/Başakşehir/Bahçeşehir 2. Kısım
115,Muğla/Bodrum/Gümüşlük
116,İstanbul/Beşiktaş/Gayrettepe
117,İstanbul/Pendik/Sapan Bağları
118,İstanbul/Ataşehir/Barbaros
119,Bursa/Mudanya/Bademli
120,İstanbul/Bakırköy/Ataköy 3-4-11
121,İstanbul/Küçükçekmece/Halkalı Merkez
122,Antalya/Muratpaşa/Deniz
123,İstanbul/Beşiktaş/Türkali
124,İzmir/Güzelbahçe/Maltepe
125,Ankara/Gölbaşı/Bahçelievler
126,Tekirdağ/Çorlu/Önerler
127,İzmir/Karabağlar/Adnan Süvari
128,Ankara/Gölbaşı/Karşıyaka
129,Muğla/Bodrum/Eskiçeşme
130,Ankara/Gölbaşı/İncek
131,İstanbul/Bahçelievler/Bahçelievler
132,İstanbul/Şişli/Mecidiyeköy
133,Ankara/Çankaya/Beytepe
134,Muğla/Marmaris/Armutalan
135,Yalova/Çınarcık/Esenköy (Aliye Hanım)
136,İstanbul/Gaziosmanpaşa/Karadeniz
137,İzmir/Urla/Kuşçular
138,Aydın/Kuşadası/Karaova
139,İstanbul/Kartal/Soğanlık Yeni
140,Balıkesir/Edremit/Avcılar
141,İzmir/Balçova/Teleferik
142,İstanbul/Kadıköy/Feneryolu
143,İstanbul/Şile/Ahmetli
144,İzmir/Karşıyaka/Bostanlı
145,Ankara/Çankaya/Oran
146,İzmir/Bornova/Yıldırım Beyazıt
147,Ankara/Çankaya/Prof. Dr. Ahmet Taner Kışlalı
148,Muğla/Dalaman/Hürriyet
149,İstanbul/Üsküdar/Acıbadem
150,Antalya/Kepez/Ahatlı
151,İzmir/Narlıdere/Yenikale
152,Eskişehir/Odunpazarı/Sümer
153,İzmir/Bayraklı/Adalet
154,Muğla/Datça/Yaka
155,Antalya/Konyaaltı/Uncalı
156,İstanbul/Kadıköy/Eğitim
157,Muğla/Bodrum/Bahçelievler
158,İstanbul/Üsküdar/Altunizade
159,Ankara/Beypazarı/Ayvaşık
160,Ankara/Çankaya/Çayyolu
161,İstanbul/Beykoz/Göztepe
162,İstanbul/Sancaktepe/Veysel Karani
163,İstanbul/Sarıyer/Büyükdere
164,Ankara/Gölbaşı/Taşpınar
165,Muğla/Bodrum/Çırkan
166,İstanbul/Eyüp/Mithatpaşa
167,İstanbul/Kadıköy/Kozyatağı
168,İstanbul/Sarıyer/Darüşşafaka
169,İstanbul/Üsküdar/Aziz Mahmut Hüdayi
170,Balıkesir/Gömeç/Karaağaç
171,Denizli/Merkez/Bereketler
172,Sakarya/Adapazarı/Rüstemler
173,Yalova/Merkez/Paşakent
174,İstanbul/Gaziosmanpaşa/Fevzi Çakmak
175,Ankara/Çankaya/Çukurambar
176,Ankara/Çankaya/Güzeltepe
177,İzmir/Menderes/Kasımpaşa
178,İstanbul/Kadıköy/Merdivenköy
179,İstanbul/Bakırköy/Zeytinlik
180,İstanbul/Şişli/Fulya
181,İzmir/Karşıyaka/Atakent
182,İstanbul/Çekmeköy/Nişantepe
183,Ankara/Çankaya/Yıldızevler
184,Muğla/Bodrum/Konacık
185,İzmir/Menderes/Gümüldür İnönü
186,Ankara/Çankaya/Koru
187,Muğla/Bodrum/Koyunbaba
188,Ordu/Altınordu/Güzelyalı
189,Sakarya/Adapazarı/Korucuk
190,İstanbul/Fatih/Silivrikapı
191,İstanbul/Ümraniye/Saray
192,İstanbul/Şişli/Kaptan Paşa
193,İstanbul/Şişli/Meşrutiyet
194,İzmir/Narlıdere/Çatalkaya
195,Ankara/Çankaya/Çiğdem
196,Ankara/Çankaya/Alacaatlı
197,Muğla/Bodrum/Yokuşbaşı
198,Antalya/Muratpaşa/Şirinyalı
199,Bursa/Nilüfer/23 Nisan
200,İzmir/Bayraklı/Mansuroğlu
201,İzmir/Bornova/Evka 3
202,İstanbul/Kadıköy/19 Mayıs
203,İstanbul/Kadıköy/Dumlupınar
204,İstanbul/Sancaktepe/Emek
205,İstanbul/Büyükçekmece/Atatürk
206,Ankara/Çankaya/Ümit
207,Ankara/Gölbaşı/Hacılar
208,İstanbul/Sultanbeyli/Adil
209,Ankara/Çankaya/Üniversiteler
210,İzmir/Karşıyaka/Bahçelievler
211,İstanbul/Bakırköy/Sakızağacı
212,Denizli/Merkez/Yenişehir
213,Kocaeli/Kartepe/Balaban
214,İstanbul/Eyüp/Mimarsinan
215,İstanbul/Kağıthane/Emniyetevleri
216,İstanbul/Ümraniye/Namık Kemal
217,İstanbul/Şile/Kumbaba
218,İzmir/Menemen/85. Yıl Cumhuriyet
219,İstanbul/Kadıköy/Sahrayı Cedit
220,Muğla/Dalaman/Karaçalı
221,İstanbul/Kartal/Orhantepe
222,İstanbul/Üsküdar/Cumhuriyet
223,İstanbul/Bakırköy/Kartaltepe
224,İstanbul/Bağcılar/Göztepe
225,Bursa/Nilüfer/Balat
226,Amasya/Merzifon/Harmanlar
227,Antalya/Döşemealtı/Yeşilbayır
228,İstanbul/Büyükçekmece/Fatih
229,Ankara/Mamak/Saimekadın
230,Bursa/Nilüfer/Çamlıca
231,İstanbul/Ümraniye/Site
232,İstanbul/Kadıköy/Fikirtepe
233,İzmir/Menderes/Çukuraltı
234,İstanbul/Ataşehir/Ataşehir Atatürk
235,Ankara/Yenimahalle/Gazi
236,İzmir/Karşıyaka/Aksoy
237,İzmir/Bornova/Kazımdirik
238,Adana/Seyhan/Cemalpaşa
239,İstanbul/Şişli/Cumhuriyet
240,İstanbul/Gaziosmanpaşa/Karayolları
241,Ankara/Çankaya/Balgat
242,Aydın/Kuşadası/Bayraklıdede
243,Balıkesir/Ayvalık/Sefa Çamlık
244,İzmir/Konak/Mehmet Ali Akman
245,İzmir/Urla/Çamlıçay
246,Konya/Meram/Yenice
247,İzmir/Balçova/Eğitim
248,İstanbul/Başakşehir/Başak
249,K.K.T.C./Girne/Alsancak
250,İzmir/Karabağlar/Basın Sitesi
251,İstanbul/Maltepe/Yalı
252,İzmir/Gaziemir/Gazi
253,Çanakkale/Ayvacık/Küçükkuyu (Sahil)
254,İstanbul/Şişli/Merkez
255,İstanbul/Büyükçekmece/Güzelce
256,İzmir/Menderes/Orta
257,İzmir/Çiğli/Ataşehir
258,İstanbul/Sancaktepe/Eyüp Sultan
259,İstanbul/Bağcılar/Mahmutbey
260,Kocaeli/Kartepe/Suadiye
261,Kocaeli/Darıca/Piri Reis
262,İstanbul/Ataşehir/Küçükbakkalköy
263,İstanbul/Üsküdar/Ahmediye
264,İstanbul/Beşiktaş/Abbasağa
265,İstanbul/Kadıköy/Bostancı
266,Muğla/Bodrum/Geriş
267,İstanbul/Büyükçekmece/Celaliye
268,İstanbul/Üsküdar/Kuzguncuk
269,İzmir/Bayraklı/75. Yıl
270,İzmir/Foça/İsmetpaşa
271,Balıkesir/Burhaniye/Pelitköy
272,Ankara/Çankaya/Aziziye
273,Antalya/Alanya/Kestel
274,Adana/Çukurova/Kurttepe
275,Zonguldak/Kozlu/Merkez
276,İstanbul/Bağcılar/Evren
277,İstanbul/Zeytinburnu/Maltepe
278,Ankara/Yenimahalle/Yeni Batı
279,İstanbul/Şişli/Duatepe
280,İzmir/Seferihisar/Çolak İbrahim Bey
281,İstanbul/Esenyurt/Zafer
282,Ankara/Çankaya/Çankaya
283,Balıkesir/Edremit/Güre
284,Antalya/Muratpaşa/Mehmetçik
285,İstanbul/Maltepe/Altayçeşme
286,Ankara/Çankaya/İncesu
287,Mersin(İçel)/Yenişehir/Limonluk
288,Ankara/Çankaya/Yaşamkent
289,Ankara/Çankaya/Oğuzlar
290,Antalya/Muratpaşa/Yeşilbahçe
291,Aydın/Efeler/Adnan Menderes
292,Balıkesir/Ayvalık/Namık Kemal
293,Mersin(İçel)/Mezitli/Menderes
294,İstanbul/Beykoz/Kavacık
295,İstanbul/Beyoğlu/Kalyoncu Kulluğu
296,İstanbul/Şişli/İzzetpaşa
297,İstanbul/Şişli/Halide Edip Adıvar
298,İstanbul/Tuzla/Postane
299,Ankara/Çankaya/Bahçelievler
300,İzmir/Gaziemir/Dokuz Eylül
301,İstanbul/Küçükçekmece/Atakent
302,Balıkesir/Edremit/Narlı
303,Aydın/Didim/Mavişehir
304,Bursa/Nilüfer/Esentepe
305,İstanbul/Maltepe/Cevizli
306,Ankara/Etimesgut/Bağlıca
307,Ankara/Çankaya/Emek
308,İstanbul/Eyüp/Alibeyköy
309,İstanbul/Ümraniye/Aşağı Dudullu
310,İstanbul/Kadıköy/Acıbadem
311,İstanbul/Pendik/Çamlık
312,İstanbul/Üsküdar/İcadiye
313,Mersin(İçel)/Yenişehir/50. Yıl
314,Balıkesir/Edremit/Cennetayağı
315,İstanbul/Şişli/Bozkurt
316,İzmir/Buca/Yiğitler
317,Aydın/Didim/Akbük
318,Mersin(İçel)/Erdemli/Çeşmeli
319,Ankara/Çankaya/Yukarı Bahçelievler
320,İstanbul/Kartal/Karlıktepe
321,İzmir/Balçova/Fevzi Çakmak
322,İstanbul/Başakşehir/Kayabaşı
323,Manisa/Yunusemre/Cumhuriyet
324,Ankara/Çankaya/Güvenevler
325,İstanbul/Küçükçekmece/Yeşilova
326,İzmir/Gaziemir/Yeşil
327,Kocaeli/Başiskele/Yuvacık Yakacık
328,Bursa/Osmangazi/Dikkaldırım
329,Muğla/Datça/İskele
330,İstanbul/Kağıthane/Ortabayır
331,Ankara/Çankaya/İlkbahar
332,Ankara/Yenimahalle/Beştepe
333,İstanbul/Maltepe/İdealtepe
334,İstanbul/Sancaktepe/Abdurrahmangazi
335,Ankara/Çankaya/Birlik
336,İstanbul/Kartal/Çavuşoğlu
337,İstanbul/Beylikdüzü/Adnan Kahveci
338,Antalya/Muratpaşa/Kızıltoprak
339,Bursa/Nilüfer/Ataevler
340,Ankara/Yenimahalle/Turgut Özal
341,Bursa/Mudanya/Hasanbey
342,İstanbul/Ataşehir/Örnek
343,İstanbul/Ümraniye/Atatürk
344,Bursa/Nilüfer/Cumhuriyet
345,İstanbul/Beylikdüzü/Kavaklı
346,Denizli/Merkez/Kayalar
347,Muğla/Datça/Reşadiye
348,İstanbul/Çekmeköy/Güngören
349,İzmir/Aliağa/Kazım Dirik
350,İzmir/Menderes/Gümüldür Atatürk
351,Bursa/Mudanya/Halitpaşa
352,İstanbul/Üsküdar/Murat Reis
353,İstanbul/Bahçelievler/Yenibosna Merkez
354,Aydın/Söke/Kemalpaşa
355,Bursa/Osmangazi/Zafer
356,Konya/Selçuklu/Aydınlıkevler
357,Muğla/Bodrum/Gümbet
358,İstanbul/Ataşehir/Esatpasa
359,İstanbul/Ümraniye/Armağan Evler
360,İzmir/Balçova/Çetin Emeç
361,İstanbul/Bahçelievler/Şirinevler
362,İstanbul/Üsküdar/Selimiye
363,İstanbul/Kağıthane/Çeliktepe
364,İstanbul/Küçükçekmece/Cumhuriyet
365,Bursa/Nilüfer/Beşevler
366,İstanbul/Ataşehir/Yenişehir
367,İstanbul/Maltepe/Başıbüyük
368,Aydın/Didim/Ak-Yeniköy
369,Bursa/Mudanya/Ömerbey
370,İstanbul/Çekmeköy/Cumhuriyet
371,İstanbul/Çekmeköy/Sultançiftliği
372,Ankara/Çankaya/İşçi Blokları
373,Antalya/Alanya/Oba
374,Muğla/Fethiye/Cumhuriyet
375,Adana/Çukurova/Güzelyalı
376,İstanbul/Maltepe/Altıntepe
377,Çanakkale/Ayvacık/Küçükkuyu
378,Yalova/Çınarcık/Harmanlar
379,İstanbul/Üsküdar/Selamiali
380,K.K.T.C./Girne/Lapta
381,İstanbul/Beşiktaş/Konaklar
382,İzmir/Seferihisar/Atatürk
383,Antalya/Konyaaltı/Liman
384,Eskişehir/Odunpazarı/Vişnelik
385,Ankara/Çankaya/Sancak
386,İzmir/Karşıyaka/Örnekköy
387,Balıkesir/Edremit/Altınoluk
388,Antalya/Muratpaşa/Dutlubahçe
389,Bursa/Nilüfer/Odunluk
390,Denizli/Merkez/Selçuk Bey
391,İstanbul/Fatih/Şehremini
392,İstanbul/Küçükçekmece/İnönü
393,İstanbul/Pendik/Harmandere
394,İzmir/Konak/Piri Reis
395,Ankara/Etimesgut/Göksu
396,Ankara/Çankaya/Gökkuşağı
397,İstanbul/Maltepe/Feyzullah
398,Muğla/Menteşe/Emirbeyazıt
399,Bursa/Nilüfer/Kültür
400,İstanbul/Maltepe/Küçükyalı
401,Ankara/Çankaya/Bağcılar
402,Antalya/Konyaaltı/Toros
403,Denizli/Merkez/Gerzele
404,İstanbul/Bahçelievler/Cumhuriyet
405,İstanbul/Fatih/Aksaray
406,İstanbul/Maltepe/Bağlarbaşı
407,İzmir/Balçova/Korutürk
408,Ankara/Çankaya/Gaziosmanpaşa
409,Ankara/Keçiören/Ovacık
410,Denizli/Merkez/Göveçlik
411,İstanbul/Kartal/Kordonboyu
412,İstanbul/Tuzla/Cami
413,İzmir/Narlıdere/Çamtepe
414,Bursa/Nilüfer/Demirci
415,Kocaeli/Gebze/Osman Yılmaz
416,İstanbul/Bakırköy/Zuhuratbaba
417,İstanbul/Pendik/Yenişehir
418,Ankara/Çankaya/Dodurga
419,Tekirdağ/Çorlu/Hürriyet
420,Antalya/Konyaaltı/Hurma
421,İstanbul/Silivri/Yeni
422,İstanbul/Kağıthane/Merkez
423,İstanbul/Ataşehir/İçerenköy
424,İstanbul/Kağıthane/Telsizler
425,Bursa/Nilüfer/Ertuğrul
426,Muğla/Bodrum/Akyarlar
427,İstanbul/Kartal/Cevizli
428,Aydın/Kuşadası/Türkmen
429,İstanbul/Esenler/Mimar Sinan
430,Antalya/Serik/Kadriye
431,Manisa/Şehzadeler/Peker
432,Trabzon/Ortahisar/Soğuksu
433,İstanbul/Beyoğlu/Çatma Mescit
434,İzmir/Foça/Fatih
435,Denizli/Merkez/Gültepe
436,Ankara/Çankaya/Kazım Özalp
437,Antalya/Kepez/Fabrikalar
438,Antalya/Konyaaltı/Arapsuyu
439,İstanbul/Arnavutköy/Bolluca
440,İstanbul/Beşiktaş/Vişnezade
441,İstanbul/Pendik/Bahçelievler
442,İzmir/Buca/Akıncılar
443,Adana/Çukurova/Belediye Evleri
444,İstanbul/Arnavutköy/Mavigöl
445,Ankara/Yenimahalle/Susuz
446,İzmir/Menemen/29 Ekim
447,Denizli/Merkez/Yenişafak
448,Ankara/Yenimahalle/Yeniçağ
449,Mersin(İçel)/Yenişehir/Eğriçam
450,Muğla/Marmaris/Beldibi
451,İzmir/Gaziemir/Irmak
452,Ankara/Çankaya/Konutkent
453,İzmir/Karşıyaka/Bahriye Üçok
454,İzmir/Karşıyaka/Dedebaşı
455,Tekirdağ/Süleymanpaşa/Hürriyet
456,İzmir/Gaziemir/Atıfbey
457,Ankara/Altındağ/Ali Ersoy
458,İzmir/Karabağlar/Arap Hasan
459,Ankara/Çankaya/Ayrancı
460,İstanbul/Bahçelievler/Siyavuşpaşa
461,Bursa/Nilüfer/Konak
462,Kayseri/Kocasinan/Serçeönü
463,Kırklareli/Lüleburgaz/Zafer
464,Ankara/Gölbaşı/Kızılcaşar
465,Mersin(İçel)/Mezitli/Yeni
466,Antalya/Alanya/Çarşı
467,Antalya/Muratpaşa/Meydankavağı
468,Aydın/Didim/Altınkum
469,Giresun/Merkez/Teyyaredüzü
470,Manisa/Salihli/Zafer
471,Muğla/Bodrum/Yeniköy
472,Samsun/Atakum/Güzelyalı
473,Trabzon/Ortahisar/Üniversite
474,İzmir/Konak/Murat Reis
475,Bursa/Nilüfer/Fethiye
476,Ankara/Sincan/Saraycık
477,İzmir/Çiğli/Ahmet Taner Kışlalı
478,Mersin(İçel)/Mezitli/Merkez
479,Ankara/Çankaya/Büyükesat
480,Ankara/Altındağ/Güneşevler
481,Ankara/Gölbaşı/Örencik
482,Ankara/Çankaya/Göktürk
483,İstanbul/Sancaktepe/Meclis
484,İzmir/Karşıyaka/İnönü
485,İzmir/Çeşme/Dalyan
486,İstanbul/Şişli/Feriköy
487,İzmir/Karşıyaka/Yalı
488,Ankara/Çankaya/Akpınar
489,Eskişehir/Odunpazarı/Kurtuluş
490,Manisa/Şehzadeler/Yarhasanlar
491,Ankara/Yenimahalle/Kardelen
492,Bursa/Mudanya/Güzelyalı Yalı
493,Muğla/Milas/Güllük
494,İstanbul/Küçükçekmece/Kanarya
495,İstanbul/Ümraniye/Şerifali
496,Ankara Satılık Daire İlanları/Çankaya Satılık Daire İlanları/Birlik Satılık Daire İlanları
497,Gaziantep/Nizip/Fatih Sultan
